fname,n,m,comments
g001677.zip,80,632,"NAME: i080-143. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001678.zip,3375,6750,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: h=45; seed=-1; w=75 Weight distribution parameters: alpha=14.6794105261; beta=3.35242796036; seed=1729. || TYPE: Random Graphs
g001679.zip,15504,465120,NAME: Simplex random graph using rudy library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: dim=15; seed=-1; sum=5 Weight distribution parameters: alpha=5.55791314608; beta=5.64958816113; seed=1729. || TYPE: Random Graphs
g001680.zip,938,1655,"NAME: diw0495. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""DIW0495"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g001681.zip,800,6465,"NAME: a0800RandGraph.2. || COMMENT: SECTION Comment Name 	 ""n800_l2.0_rand-graph"" Creator 	""Indaco Biazzo"" Remark"
g001682.zip,803,236162,NAME: Erdos Renyi random graph using networkx library in python. Weights computed via the uniform integer distribution. || COMMENT: Graph parameters: n=803; p=0.733553738723; seed=1729 Weight distribution parameters: a=2.0; b=50.0; seed=1729. || TYPE: Random Graphs
g001683.zip,100,4950,NAME: kroB100 || TYPE: TSP || COMMENT: 100-city problem B (Krolak/Felts/Nelson)
g001684.zip,5237,2000534,NAME: Watts-Strogatz random graph using networkx library in python. Weights computed via the constant distribution. || COMMENT: Graph parameters: k=765; n=5237; p=0.520175486981; seed=1729 Weight distribution parameters: alpha=6.0; seed=1729. || TYPE: Random Graphs
g001685.zip,500,12280,NAME: bqp500_4.txt || COMMENT: Processed from file bqp500.txt from https://files.nyu.edu/jeb21/public/jeb/orlib/bqpinfo.html
g001686.zip,3000,6000,"NAME: g48.rud || COMMENT: instances generated by helmberg and rendl (2000) who used rudy, a machine independent graph generator by giovanni rinaldi to create 54 instances ranging from n=80 to 3000. they consist of toroidal, planar and random graphs with wieghts taking values -1 0 or 1. burer (2001) and festa et al (2002) used these graphs in their experiments"
g001687.zip,800,1600,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the beta distribution. || COMMENT: Graph parameters: h=50; seed=-1; w=16 Weight distribution parameters: alpha=8.0; beta=2.0; seed=1729. || TYPE: Random Graphs
g001688.zip,3,3,"NAME: p78 || COMMENT: # graphs from a website, used for isomorphism testing. # http://funkybee.narod.ru/graphs.htm"
g001689.zip,670,97150,NAME: Regular random graph using networkx library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: d=290; n=670; seed=1729 Weight distribution parameters: alpha=6.14790236974; beta=1.49787672393; seed=1729. || TYPE: Random Graphs
g001690.zip,100,495,NAME: pw01_100.9 || COMMENT: biqmac_all/mac/rudy data set
g001691.zip,133,177,"NAME: es60fst10. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es60fst10"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001692.zip,682,36420,NAME: Powerlaw cluster random graph using networkx library in python. Weights computed via the uniform integer distribution. || COMMENT: Graph parameters: m=60; n=682; p=0.490484115491; seed=1729 Weight distribution parameters: a=-9.0; b=30.0; seed=1729. || TYPE: Random Graphs
g001693.zip,2972,729210,"NAME: Random Shell random graph using networkx library in python. Weights computed via the uniform integer distribution. || COMMENT: Graph parameters: seed=1729; tuple=[(1049,479819,0.387530539625),(1042,238574,0.0114498587195),(881,13455,0.803967175064)] Weight distribution parameters: a=-10.0; b=55.0; seed=1729. || TYPE: Random Graphs"
g001694.zip,169,231,"NAME: es70fst05. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es70fst05"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001695.zip,855,91854,NAME: Barabasi Albert random graph using networkx library in python. Weights computed via the normal distribution. || COMMENT: Graph parameters: m=729; n=855; seed=1729 Weight distribution parameters: mu=4.60916323219; sigma=23.6852910314; seed=1729. || TYPE: Random Graphs
g001696.zip,160,12720,"NAME: i160-122. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001697.zip,700,174518,NAME: Fast GNP random graph using networkx library in python. Weights computed via the exponential distribution. || COMMENT: Graph parameters: n=700; p=0.712819001848; seed=1729 Weight distribution parameters: lambda=84.6071983519; seed=1729. || TYPE: Random Graphs
g001698.zip,770,188265,NAME: Regular random graph using networkx library in python. Weights computed via the pareto distribution. || COMMENT: Graph parameters: d=489; n=770; seed=1729 Weight distribution parameters: alpha=1.00218396789; seed=1729. || TYPE: Random Graphs
g001699.zip,84,196,"NAME: P100.1-1000s. || COMMENT: SECTION Comment, Name ""P100.1-1000s"", Creator ""Bernd Zey"", Problem ""Stochastic Steiner Tree Problem"", # Stochastic Steiner tree problem instance, base file: P100.1.red, # weight-scaling off, # parameters:, # distribution=equal, # selectRootRandomly=0, # probabilityTerminal=33, # probabilityNonTerminal=5, # 2nd stage edge-costs in [1.1000c_e, 1.3000c_e]"
g001700.zip,189,353,"NAME: wrp3-19. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name   ""wrp3-19.stp"", Remark ""Group Steiner Tree problem from VLSI wire routing"", End"
g001701.zip,529,105982,NAME: Fast GNP random graph using networkx library in python. Weights computed via the uniform integer distribution. || COMMENT: Graph parameters: n=529; p=0.759415973106; seed=1729 Weight distribution parameters: a=-4.0; b=50.0; seed=1729. || TYPE: Random Graphs
g001702.zip,500,12522,NAME: bqp500_3.txt || COMMENT: Processed from file bqp500.txt from https://files.nyu.edu/jeb21/public/jeb/orlib/bqpinfo.html
g001703.zip,903,122808,NAME: Connected Newman-Watts-Strogatz random graph using networkx library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: k=272; n=903; p=0.653746737231; seed=1729 Weight distribution parameters: alpha=6.82387396111; beta=5.26018658901; seed=1729. || TYPE: Random Graphs
g001704.zip,250,3140,NAME: be250.7.sparse || COMMENT: biqmac_all/biq/be/ data set
g001705.zip,5252,3654050,NAME: GNP random graph using networkx library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: n=5252; p=0.264993629547; seed=1729 Weight distribution parameters: alpha=7.83260085932; beta=5.20636105675; seed=1729. || TYPE: Random Graphs
g001706.zip,2229,104763,NAME: Connected Newman-Watts-Strogatz random graph using networkx library in python. Weights computed via the triangular distribution. || COMMENT: Graph parameters: k=94; n=2229; p=0.344046500914; seed=1729 Weight distribution parameters: low=2.0; high=14.0; mode=2.14956854365; seed=1729. || TYPE: Random Graphs
g001707.zip,1600,12869,"NAME: a1600RandGraph.1.2. || COMMENT: SECTION Comment, Name 	 ""n1600_l1.2_rand-graph"", Creator 	""Indaco Biazzo"", Remark"
g001708.zip,597,2372,NAME: Powerlaw cluster random graph using networkx library in python. Weights computed via the uniform distribution. || COMMENT: Graph parameters: m=593; n=597; p=0.931288532307; seed=1729 Weight distribution parameters: a=-1.0; b=81.0; seed=1729. || TYPE: Random Graphs
g001709.zip,119,206,"NAME: wrp4-19. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name   ""wrp4-19.stp"", Remark ""Group Steiner Tree problem from VLSI wire routing"", End"
g001710.zip,640,40896,"NAME: i640-045. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001711.zip,732,657,NAME: Planar random graph using rudy library in python. Weights computed via the uniform integer distribution. || COMMENT: Graph parameters: density=30.0142256364; seed=1729; size=732 Weight distribution parameters: a=-10.0; b=56.0; seed=1729. || TYPE: Random Graphs
g001712.zip,4,4,"NAME: dw12 || COMMENT: From Graph Theory by Douglas West, Pg12, paw"
g001713.zip,977,237702,NAME: Barabasi Albert random graph using networkx library in python. Weights computed via the uniform distribution. || COMMENT: Graph parameters: m=458; n=977; seed=1729 Weight distribution parameters: a=-1.0; b=71.0; seed=1729. || TYPE: Random Graphs
g001714.zip,320,480,"NAME: i320-202. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001715.zip,1000,3000,"NAME: sg3dl102000.mc || COMMENT: this set contains 30 instances described in festa et al (2002). the first 10 are small size instances with an average of 128 vertices and 300 edges, the second 10 are medium size graphs with 1000 vertices and density equal to 0.6% and the last 10 are large-size instances with 2744 vertices and density equal to 0.22%. the weights are either -1,0,1."
g001716.zip,500,714,"NAME: kroA200fst. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""kroA200fst"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001717.zip,50,111,NAME: bqp50_4.txt || COMMENT: Processed from file bqp50.txt from https://files.nyu.edu/jeb21/public/jeb/orlib/bqpinfo.html
g001718.zip,320,1845,"NAME: i320-213. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001719.zip,26,130,NAME: i101.txt || COMMENT: \f0\fs26 \cf0 #http://www.maths.gla.ac.uk/~es/srgraphs.html\
g001720.zip,648,1296,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the log normal distribution. || COMMENT: Graph parameters: h=24; seed=-1; w=27 Weight distribution parameters: mu=3.88117903162; sigma=0.105112213329; seed=1729. || TYPE: Random Graphs
g001721.zip,3085,1404150,NAME: Powerlaw cluster random graph using networkx library in python. Weights computed via the weibull distribution. || COMMENT: Graph parameters: m=2530; n=3085; p=0.771745508056; seed=1729 Weight distribution parameters: alpha=12.1686003171; beta=1.35050974785; seed=1729. || TYPE: Random Graphs
g001722.zip,3372,5213,"NAME: alue6179. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""ALUE6179"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g001723.zip,320,10208,"NAME: i320-044. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001724.zip,100,3907,"NAME: gka_8d.txt || COMMENT: Processed from file bqpgka.txt from https://files.nyu.edu/jeb21/public/jeb/orlib/bqpinfo.html; Glover, Kochenberger, and Alidaee (1998) file 8d"
g001725.zip,100,4897,"NAME: gka_10d.txt || COMMENT: Processed from file bqpgka.txt from https://files.nyu.edu/jeb21/public/jeb/orlib/bqpinfo.html; Glover, Kochenberger, and Alidaee (1998) file 10d"
g001726.zip,1124,344326,NAME: Dense GNM random graph using networkx library in python. Weights computed via the normal distribution. || COMMENT: Graph parameters: m=344326.0; n=1124; seed=1729 Weight distribution parameters: mu=12.3071997879; sigma=16.3916348339; seed=1729. || TYPE: Random Graphs
g001727.zip,269,399,"NAME: rat99fst. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""rat99fst"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g001728.zip,125,6961,"NAME: DSJC125.9 || COMMENT: c FILE: DSJC125.9, c, c SOURCE: David Johnson (dsj@research.att.com), c, c DESCRIPTION: Random graph used in the paper, c              ""Optimization by Simulated Annealing: An, c               Experimental Evaluation; Part II, Graph, c               Coloring and Number Partitioning"" by, c              David S. Johnson, Cecilia R. Aragon, , c              Lyle A. McGeoch and Catherine Schevon, c              Operations Research, 39, 378-406 (1991), c"
g001729.zip,1250,2340,"NAME: 1r121. || COMMENT: 33D32945 STP File, STP Format Version 1.0,  These had 4 arcs. Processed only 3"
g001730.zip,286,3630,NAME: Simplex random graph using rudy library in python. Weights computed via the uniform distribution. || COMMENT: Graph parameters: dim=10; seed=-1; sum=3 Weight distribution parameters: a=-3.0; b=63.0; seed=1729. || TYPE: Random Graphs
g001731.zip,1000,49500,NAME: bqp1000_9.txt || COMMENT: Processed from file bqp1000.txt from https://files.nyu.edu/jeb21/public/jeb/orlib/bqpinfo.html
g001732.zip,40,240,"NAME: p17 || COMMENT: # graphs from a website, used for isomorphism testing. # http://funkybee.narod.ru/graphs.htm"
g001733.zip,640,204480,"NAME: i640-024. || COMMENT: SECTION Comment, Name ""i640-024-PCST"", Creator ""Indaco Biazzo"" , Remark ""derived from Incidence graph by Cees Duin"""
g001734.zip,100,2475,NAME: pw05_100.9 || COMMENT: biqmac_all/mac/rudy data set
g001735.zip,190,3249,NAME: Simplex random graph using rudy library in python. Weights computed via the beta distribution. || COMMENT: Graph parameters: dim=18; seed=-1; sum=2 Weight distribution parameters: alpha=3.0; beta=6.0; seed=1729. || TYPE: Random Graphs
g001736.zip,128,448,"NAME: hc7u. || COMMENT: SECTION Comment , Name ""hc7u"" , Creator ""Indaco Biazzo""  , Remark ""prize version of Rosseti et al. hypercube graphs"""
g001737.zip,952,430370,NAME: GNP random graph using networkx library in python. Weights computed via the log normal distribution. || COMMENT: Graph parameters: n=952; p=0.950692293344; seed=1729 Weight distribution parameters: mu=-19.2277839849; sigma=6.76744436509; seed=1729. || TYPE: Random Graphs
g001738.zip,320,480,"NAME: i320-003. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001739.zip,1000,13500,"NAME: cc3-10p. || COMMENT: 33D32945 STP File, STP Format Version 1.0, Section Comment, Name    ""cc3-10p"", Creator ""I. Rosseti, M. Poggi de Aragao, C.C. Ribeiro, E. Uchoa, and R.F.Werneck"", Remark  ""Instances on Code Covering graphs"", End"
g001740.zip,160,12720,"NAME: i160-124. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001741.zip,400,760,"NAME: mc8. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""MC8"", Creator ""Francois Margot"", Remark  ""Grid graph"", End"
g001742.zip,160,812,"NAME: i160-211. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001743.zip,814,7326,NAME: Watts-Strogatz random graph using networkx library in python. Weights computed via the beta distribution. || COMMENT: Graph parameters: k=18; n=814; p=0.521280955249; seed=1729 Weight distribution parameters: alpha=9.0; beta=5.0; seed=1729. || TYPE: Random Graphs
g001744.zip,720,1440,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the uniform integer distribution. || COMMENT: Graph parameters: h=30; seed=-1; w=24 Weight distribution parameters: a=-7.0; b=35.0; seed=1729. || TYPE: Random Graphs
g001745.zip,603,1207,"NAME: wrp3-38. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name   ""wrp3-38.stp"", Remark ""Group Steiner Tree problem from VLSI wire routing"", End"
g001746.zip,50,100,"NAME: b04. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g001747.zip,200,5880,NAME: be200.3.5.sparse || COMMENT: biqmac_all/biq/be/ data set
g001748.zip,495,5940,NAME: Simplex random graph using rudy library in python. Weights computed via the pareto distribution. || COMMENT: Graph parameters: dim=8; seed=-1; sum=4 Weight distribution parameters: alpha=3.90626525647; seed=1729. || TYPE: Random Graphs
